"source";"translation";"type";"module";"status";"customer"
"Invalid parameters. See API reference.";"Invalid parameters. See API reference.";"S";"";"N";"N"
"Failed to update file. Input contains character from outside the base64 alphabet.";"Failed to update file. Input contains character from outside the base64 alphabet.";"S";"";"N";"N"
"KB is not valid category.";"KB is not valid category.";"S";"";"N";"N"
"Failed to insert article.";"Failed to insert article.";"S";"";"N";"N"
"Article with id: %s does not exist.";"Article with id: %s does not exist.";"S";"";"N";"N"
"Failed to update article.";"Failed to update article.";"S";"";"N";"N"
"Failed to insert category.";"Failed to insert category.";"S";"";"N";"N"
"Category with id: %s does not exist.";"Category with id: %s does not exist.";"S";"";"N";"N"
"Failed to update category.";"Failed to update category.";"S";"";"N";"N"
"Entry with id %s does not exist";"Entry with id %s does not exist";"S";"";"N";"N"
"Failed to delete entry with id %s: %s";"Failed to delete entry with id %s: %s";"S";"";"N";"N"
"Entry with id %s does not exist.";"Entry with id %s does not exist.";"S";"";"N";"N"
"Facebook_id must be unique!";"Facebook_id must be unique!";"S";"";"N";"N"
"Duration:";"Duration:";"B";"";"N";"N"
"Facebook application successfully saved.";"Facebook application successfully saved.";"S";"";"N";"N"
"Facebook application is not set.";"Facebook application is not set.";"S";"";"N";"N"
"Edited to:";"Edited to:";"B";"";"N";"N"
"Deleted from facebook";"Deleted from facebook";"B";"";"N";"N"
"Deleted from parent ticket";"Deleted from parent ticket";"B";"";"N";"N"
"Facebook Page";"Facebook Page";"S";"";"N";"N"
"Facebook page was not disconnected. Message: %s";"Facebook page was not disconnected. Message: %s";"S";"";"N";"N"
"Facebook page was successfully disconnected";"Facebook page was successfully disconnected";"S";"";"N";"N"
"Facebook page was not activated. Page access token is invalid and page must be reconnected. Try to disconnect this page and then connect it again. Message: %s";"Facebook page was not activated. Page access token is invalid and page must be reconnected. Try to disconnect this page and then connect it again. Message: %s";"S";"";"N";"N"
"Facebook page was not activated. Message: %s";"Facebook page was not activated. Message: %s";"S";"";"N";"N"
"Facebook page has been activated";"Facebook page has been activated";"S";"";"N";"N"
"Facebook page was not deactivated. Message: %s";"Facebook page was not deactivated. Message: %s";"S";"";"N";"N"
"Facebook page has been deactivated";"Facebook page has been deactivated";"S";"";"N";"N"
"Could not load parent message group.";"Could not load parent message group.";"S";"";"N";"N"
"Could not load parent conversation.";"Could not load parent conversation.";"S";"";"N";"N"
"Facebook page is not connected or is not active.";"Facebook page is not connected or is not active.";"S";"";"N";"N"
"Could not load user. Message: %s";"Could not load user. Message: %s";"S";"";"N";"N"
"Could not load conversation.";"Could not load conversation.";"S";"";"N";"N"
"You have successfully logged in. You can close this window now.";"You have successfully logged in. You can close this window now.";"S";"";"N";"N"
"The [search regex] ""%s"" is invalid. Error: %s";"The [search regex] ""%s"" is invalid. Error: %s";"S";"";"N";"N"
"Code does not exist";"Code does not exist";"S";"";"N";"N"
"Proxy request through %s";"Proxy request through %s";"S";"";"N";"N"
"Each option has advantages and disadvantages. By proxying request through %s you can limit the access to your script just for %s server, agents don't not need access to your script (option to better control security of your data). On other hand direct loading of content to agent's browser will help you to load also resources with relative paths (e.g. images), what is not possible in proxy mode.";"Each option has advantages and disadvantages. By proxying request through %s you can limit the access to your script just for %s server, agents don't not need access to your script (option to better control security of your data). On other hand direct loading of content to agent's browser will help you to load also resources with relative paths (e.g. images), what is not possible in proxy mode.";"S";"";"N";"N"
"Freshdesk URL";"Freshdesk URL";"S";"";"N";"N"
"Email or API key";"Email or API key";"S";"";"N";"N"
"Password or X";"Password or X";"S";"";"N";"N"
"Knowledgebase Search";"Knowledgebase Search";"S";"";"N";"N"
"No articles found for query: ";"No articles found for query: ";"S";"";"N";"N"
"Ticket mentioned";"Ticket mentioned";"B";"";"N";"N"
"Zendesk Migration";"Zendesk Migration";"S";"";"N";"N"
"Login with email account you want to connect with {$productName} into Gmail and allow IMAP access in Settings -> Forwarding and POP/IMAP.";"Login with email account you want to connect with {$productName} into Gmail and allow IMAP access in Settings -> Forwarding and POP/IMAP.";"S";"";"N";"N"
"Bounce";"Bounce";"C";"";"N";"N"
"Bounce In";"Bounce In";"C";"";"N";"N"
"Bounce In Up";"Bounce In Up";"C";"";"N";"N"
"Bounce In Down";"Bounce In Down";"C";"";"N";"N"
"Bounce In Left";"Bounce In Left";"C";"";"N";"N"
"Bounce In Right";"Bounce In Right";"C";"";"N";"N"
"Fade In";"Fade In";"C";"";"N";"N"
"Fade In Up";"Fade In Up";"C";"";"N";"N"
"Fade In Down";"Fade In Down";"C";"";"N";"N"
"Fade In Left";"Fade In Left";"C";"";"N";"N"
"Fade In Right";"Fade In Right";"C";"";"N";"N"
"Flash";"Flash";"C";"";"N";"N"
"Flip";"Flip";"C";"";"N";"N"
"Flip In X";"Flip In X";"C";"";"N";"N"
"Flip In Y";"Flip In Y";"C";"";"N";"N"
"Pulse";"Pulse";"C";"";"N";"N"
"Rotate In";"Rotate In";"C";"";"N";"N"
"Rotate In Up Left";"Rotate In Up Left";"C";"";"N";"N"
"Rotate In Down Left";"Rotate In Down Left";"C";"";"N";"N"
"Rotate In Up Right";"Rotate In Up Right";"C";"";"N";"N"
"Rotate In Down Right";"Rotate In Down Right";"C";"";"N";"N"
"Roll In";"Roll In";"C";"";"N";"N"
"Shake";"Shake";"C";"";"N";"N"
"Swing";"Swing";"C";"";"N";"N"
"Tada";"Tada";"C";"";"N";"N"
"Wobble";"Wobble";"C";"";"N";"N"
"Appearance on mobiles";"Appearance on mobiles";"C";"";"N";"N"
"Hover effect";"Hover effect";"C";"";"N";"N"
"Scale Down";"Scale Down";"C";"";"N";"N"
"Scale Down To Bottom";"Scale Down To Bottom";"C";"";"N";"N"
"Scale Down To Top";"Scale Down To Top";"C";"";"N";"N"
"Scale Down To Left";"Scale Down To Left";"C";"";"N";"N"
"Scale Down To Right";"Scale Down To Right";"C";"";"N";"N"
"Scale Up";"Scale Up";"C";"";"N";"N"
"Scale Up To Bottom";"Scale Up To Bottom";"C";"";"N";"N"
"Scale Up To Top";"Scale Up To Top";"C";"";"N";"N"
"Scale Up To Left";"Scale Up To Left";"C";"";"N";"N"
"Scale Up To Right";"Scale Up To Right";"C";"";"N";"N"
"Transparent";"Transparent";"C";"";"N";"N"
"Rotate";"Rotate";"C";"";"N";"N"
"Shift Bottom";"Shift Bottom";"C";"";"N";"N"
"Shift Top";"Shift Top";"C";"";"N";"N"
"Shift Left";"Shift Left";"C";"";"N";"N"
"Shift Right";"Shift Right";"C";"";"N";"N"
"Link text";"Link text";"C";"";"N";"N"
"None change";"None change";"C";"";"N";"N"
"Docked right";"Docked right";"C";"";"N";"N"
"Docked left";"Docked left";"C";"";"N";"N"
"%s (ticket field)";"%s (ticket field)";"C";"";"N";"N"
"%s (contact field)";"%s (contact field)";"C";"";"N";"N"
"Built-in email";"Built-in email";"C";"";"N";"N"
"Later";"Later";"C";"";"N";"N"
"0";"0";"C";"";"N";"N"
"Fetch wall posts";"Fetch wall posts";"C";"";"N";"N"
"Fetch private messages";"Fetch private messages";"C";"";"N";"N"
"Permissions";"Permissions";"C";"";"N";"N"
"Goes to department";"Goes to department";"C";"";"N";"N"
"Choose from your Facebook pages, which should be connected.";"Choose from your Facebook pages, which should be connected.";"C";"";"N";"N"
"Connect all";"Connect all";"C";"";"N";"N"
"Disconnect pages and Save";"Disconnect pages and Save";"C";"";"N";"N"
"here";"here";"C";"";"N";"N"
"Application is successfully configured.";"Application is successfully configured.";"C";"";"N";"N"
"Unknown admin";"Unknown admin";"C";"";"N";"N"
"Post";"Post";"C";"";"N";"N"
"Private message";"Private message";"C";"";"N";"N"
"Connected by %s";"Connected by %s";"C";"";"N";"N"
"Last activity: %s";"Last activity: %s";"C";"";"N";"N"
"Permission";"Permission";"C";"";"N";"N"
"with permission %s";"with permission %s";"C";"";"N";"N"
"None activity";"None activity";"C";"";"N";"N"
"Connected by %s to %s";"Connected by %s to %s";"C";"";"N";"N"
"add to";"add to";"B";"";"N";"N"
"remove from";"remove from";"B";"";"N";"N"
"change requester's groups";"change requester's groups";"B";"";"N";"N"
"ticket subject";"ticket subject";"B";"";"N";"N"
"Email, phone and name fields are empty. Please define at least one of them";"Email, phone and name fields are empty. Please define at least one of them";"S";"";"N";"N"
"Page access token is invalid and page must be reconnected. Try to disconnect this page and then connect it again. Message: %s";"Page access token is invalid and page must be reconnected. Try to disconnect this page and then connect it again. Message: %s";"S";"";"N";"N"
"The page could not be authenticated. Message: %s";"The page could not be authenticated. Message: %s";"S";"";"N";"N"
"Could not load message group.";"Could not load message group.";"S";"";"N";"N"
"Manually deleted";"Manually deleted";"B";"";"N";"N"
"Giphy API Key";"Giphy API Key";"S";"";"N";"N"
"Gif suggestions";"Gif suggestions";"S";"";"N";"N"
"Limit number of returned gif in search for agent.";"Limit number of returned gif in search for agent.";"S";"";"N";"N"
"Giphy";"Giphy";"S";"";"N";"N"
"Giphy Integration";"Giphy Integration";"S";"";"N";"N"
"Found images:";"Found images:";"S";"";"N";"N"
"Nothing found.";"Nothing found.";"S";"";"N";"N"
"Already used:";"Already used:";"S";"";"N";"N"
"No image used yet.";"No image used yet.";"S";"";"N";"N"
"Loading actions ...";"Loading actions ...";"C";"";"N";"N"
"No action available";"No action available";"C";"";"N";"N"
"broken";"broken";"C";"";"N";"N"
"email subject";"email subject";"B";"";"N";"N"
"email from";"email from";"B";"";"N";"N"
"email carbon copy (Cc)";"email carbon copy (Cc)";"B";"";"N";"N"
"email blind carbon copy (Bcc)";"email blind carbon copy (Bcc)";"B";"";"N";"N"
"email to";"email to";"B";"";"N";"N"
"email body";"email body";"B";"";"N";"N"
"Available for reading";"Available for reading";"C";"";"N";"N"
"Unavailable for reading";"Unavailable for reading";"C";"";"N";"N"
"Available for chats";"Available for chats";"C";"";"N";"N"
"Unavailable for chats";"Unavailable for chats";"C";"";"N";"N"
"Set available for chats";"Set available for chats";"C";"";"N";"N"
"Set unavailable for chats";"Set unavailable for chats";"C";"";"N";"N"
"Available for calls";"Available for calls";"C";"";"N";"N"
"Unavailable for calls";"Unavailable for calls";"C";"";"N";"N"
"Set available for calls";"Set available for calls";"C";"";"N";"N"
"Set unavailable for calls";"Set unavailable for calls";"C";"";"N";"N"
"Available for solving tickets";"Available for solving tickets";"C";"";"N";"N"
"Unavailable for solving tickets";"Unavailable for solving tickets";"C";"";"N";"N"
"Set available for solving tickets";"Set available for solving tickets";"C";"";"N";"N"
"Set unavailable for solving tickets";"Set unavailable for solving tickets";"C";"";"N";"N"
"Authentication failed for token %s (%s)";"Authentication failed for token %s (%s)";"S";"";"N";"N"
"Number must be unique";"Number must be unique";"S";"";"N";"N"
"Setup SPF record in your domain settings. You need it to be sure, that your replies won't be recognized as spam. Please add one of these two lines to TXT record of your domain. We recommend you to use:";"Setup SPF record in your domain settings. You need it to be sure, that your replies won't be recognized as spam. Please add one of these two lines to TXT record of your domain. We recommend you to use:";"S";"";"N";"N"
"Connect your Gmail account in 30 seconds.";"Connect your Gmail account in 30 seconds.";"S";"";"N";"N"
"No further setups needed, just fill in the logins and you're ready to go!";"No further setups needed, just fill in the logins and you're ready to go!";"S";"";"N";"N"
